"timestamp","rif_pos","rif_rot","rif_vel","rif_ang_vel","lif_pos","lif_rot","lif_vel","lif_ang_vel","rPalm_pos","rPalm_rot","rPalm_vel","rPalm_ang_vel","lPalm_pos","lPalm_rot","lPalm_vel","lPalm_ang_vel","cam_pos","cam_rot","cam_vel","cam_ang_vel","tar_pos","tar_rot","tar_vel","tar_ang_vel","Is Eye Tracking Enabled and Valid","gaze origin","gaze direction","gaze rotation","head movement direction","head velocity"
"1702075217423","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.073264, 0.211924, 0.233321)","(0.255856, -0.136582, -0.258676, 0.921396)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.055051, 0.206358, 0.202868)","(-0.405627, -0.405013, 0.819409)","(0.255856, -0.136582, -0.258676, 0.921396)","(0.020779, 0.785052, 0.619081)","(0.000000, 0.000000, 0.000000)"
"1702075217435","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.079086, 0.214530, 0.245489)","(0.254945, -0.130040, -0.263047, 0.921357)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.060515, 0.208028, 0.212004)","(-0.399184, -0.403785, 0.823171)","(0.254945, -0.130040, -0.263047, 0.921357)","(0.038854, 0.776813, 0.628531)","(0.000000, 0.000000, 0.000000)"
"1702075217454","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.083263, 0.215904, 0.257849)","(0.238887, -0.119753, -0.266940, 0.925924)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.066086, 0.209979, 0.222049)","(-0.391588, -0.403097, 0.827147)","(0.238887, -0.119753, -0.266940, 0.925924)","(0.056325, 0.767879, 0.638114)","(0.000000, 0.000000, 0.000000)"
"1702075217487","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.094451, 0.215298, 0.274359)","(0.233674, -0.104257, -0.278642, 0.925681)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.076495, 0.212773, 0.243115)","(-0.364982, -0.387958, 0.846332)","(0.233674, -0.104257, -0.278642, 0.925681)","(0.089027, 0.747995, 0.657706)","(0.000000, 0.000000, 0.000000)"
"1702075217505","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.101908, 0.213216, 0.283113)","(0.238508, -0.103527, -0.273375, 0.926101)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.081882, 0.213531, 0.252488)","(-0.352550, -0.384023, 0.853367)","(0.238508, -0.103527, -0.273375, 0.926101)","(0.104452, 0.737298, 0.667443)","(0.000000, 0.000000, 0.000000)"
"1702075217518","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.108708, 0.212606, 0.294871)","(0.238542, -0.098383, -0.268803, 0.927989)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.087890, 0.213436, 0.261676)","(-0.343470, -0.384407, 0.856889)","(0.238542, -0.098383, -0.268803, 0.927989)","(0.119514, 0.726126, 0.677094)","(0.000000, 0.000000, 0.000000)"
"1702075217535","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.115046, 0.214617, 0.307552)","(0.240130, -0.088368, -0.264514, 0.929818)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.094135, 0.213187, 0.271634)","(-0.333722, -0.386084, 0.859982)","(0.240130, -0.088368, -0.264514, 0.929818)","(0.134210, 0.714442, 0.686702)","(0.000000, 0.000000, 0.000000)"
"1702075217568","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.121451, 0.215499, 0.317113)","(0.230919, -0.082343, -0.266315, 0.932187)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.100409, 0.213616, 0.282410)","(-0.321086, -0.390285, 0.862891)","(0.230919, -0.082343, -0.266315, 0.932187)","(0.148436, 0.702354, 0.696179)","(0.000000, 0.000000, 0.000000)"
"1702075217578","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.129402, 0.215117, 0.329072)","(0.227649, -0.075620, -0.271528, 0.932057)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.121451, 0.215499, 0.317113)","(-0.276513, -0.386661, 0.879792)","(0.227649, -0.075620, -0.271528, 0.932057)","(0.164348, 0.687445, 0.707396)","(0.063127, 0.005649, 0.104109)"
"1702075217598","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.137600, 0.214305, 0.339511)","(0.225098, -0.067798, -0.277792, 0.931432)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, -0.000001)","null","null","null","null","0","(0.129402, 0.215117, 0.329072)","(-0.264590, -0.383297, 0.884916)","(0.225098, -0.067798, -0.277792, 0.931432)","(0.179752, 0.672319, 0.718106)","(0.083193, 0.004165, 0.133741)"
"1702075217617","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.153799, 0.212781, 0.361574)","(0.213635, -0.052278, -0.283735, 0.933339)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, -0.000001)","null","null","null","null","0","(0.145477, 0.213437, 0.350646)","(-0.234217, -0.373731, 0.897478)","(0.213635, -0.052278, -0.283735, 0.933339)","(0.209306, 0.641860, 0.737703)","(0.120258, -0.001216, 0.181016)"
"1702075217633","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.161614, 0.210739, 0.373145)","(0.209378, -0.042119, -0.286033, 0.934116)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.153799, 0.212781, 0.361574)","(-0.218817, -0.369121, 0.903255)","(0.209378, -0.042119, -0.286033, 0.934116)","(0.223391, 0.626632, 0.746611)","(0.138010, -0.003109, 0.202940)"
"1702075217650","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.169961, 0.209773, 0.383733)","(0.198882, -0.031622, -0.286353, 0.936722)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.161614, 0.210739, 0.373145)","(-0.198466, -0.367073, 0.908773)","(0.198882, -0.031622, -0.286353, 0.936722)","(0.236942, 0.611242, 0.755143)","(0.153173, -0.009049, 0.225477)"
"1702075217683","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.187502, 0.205903, 0.405847)","(0.191971, -0.010042, -0.292817, 0.936645)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.172475, 0.209234, 0.387002)","(-0.166647, -0.354179, 0.920210)","(0.191971, -0.010042, -0.292817, 0.936645)","(0.262090, 0.581645, 0.770064)","(0.158882, -0.010719, 0.229088)"
"1702075217703","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.196987, 0.203156, 0.417638)","(0.186519, 0.003124, -0.289231, 0.938907)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.176983, 0.208235, 0.392655)","(-0.156045, -0.354094, 0.922099)","(0.186519, 0.003124, -0.289231, 0.938907)","(0.273362, 0.567860, 0.776407)","(0.149349, -0.010076, 0.215343)"
"1702075217719","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.206828, 0.201094, 0.428331)","(0.180325, 0.014323, -0.286435, 0.940868)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","0","(0.182984, 0.206711, 0.400150)","(-0.139884, -0.353594, 0.924881)","(0.180325, 0.014323, -0.286435, 0.940868)","(0.284133, 0.554368, 0.782269)","(0.140388, -0.009471, 0.202422)"
"1702075217742","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.216349, 0.198718, 0.439913)","(0.172938, 0.026331, -0.283855, 0.942776)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.190138, 0.205026, 0.408604)","(-0.120877, -0.351928, 0.928189)","(0.172938, 0.026331, -0.283855, 0.942776)","(0.294579, 0.541057, 0.787705)","(0.153424, -0.013959, 0.215639)"
"1702075217774","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.225757, 0.194475, 0.452978)","(0.165060, 0.041752, -0.279252, 0.945003)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.198001, 0.203134, 0.417997)","(-0.099230, -0.348860, 0.931907)","(0.165060, 0.041752, -0.279252, 0.945003)","(0.304771, 0.527836, 0.792782)","(0.167809, -0.018798, 0.230879)"
"1702075217785","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.235924, 0.193274, 0.463182)","(0.159557, 0.053512, -0.277851, 0.945768)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.206328, 0.200536, 0.428491)","(-0.073503, -0.345065, 0.935696)","(0.159557, 0.053512, -0.277851, 0.945768)","(0.314728, 0.514550, 0.797612)","(0.182721, -0.025463, 0.248509)"
"1702075217808","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.246477, 0.189266, 0.474238)","(0.154752, 0.066858, -0.275788, 0.946321)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.215206, 0.198357, 0.438898)","(-0.047724, -0.341283, 0.938749)","(0.154752, 0.066858, -0.275788, 0.946321)","(0.324508, 0.501305, 0.802114)","(0.198394, -0.030472, 0.264820)"
"1702075217815","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.256479, 0.186139, 0.485561)","(0.149087, 0.080465, -0.273746, 0.946764)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","0","(0.224588, 0.195630, 0.449500)","(-0.021070, -0.338114, 0.940869)","(0.149087, 0.080465, -0.273746, 0.946764)","(0.334172, 0.488038, 0.806317)","(0.214633, -0.036825, 0.280737)"
"1702075217831","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.266835, 0.182428, 0.496707)","(0.142008, 0.095463, -0.270322, 0.947442)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.234155, 0.192783, 0.460319)","(0.006478, -0.334888, 0.942236)","(0.142008, 0.095463, -0.270322, 0.947442)","(0.343699, 0.474763, 0.810229)","(0.230458, -0.043157, 0.296347)"
"1702075217853","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.289271, 0.173044, 0.518382)","(0.136211, 0.121817, -0.262004, 0.947608)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.253599, 0.185878, 0.482027)","(0.064857, -0.328264, 0.942357)","(0.136211, 0.121817, -0.262004, 0.947608)","(0.362326, 0.448136, 0.817247)","(0.260200, -0.058291, 0.325012)"
"1702075217883","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.310676, 0.164725, 0.533876)","(0.134684, 0.141573, -0.253777, 0.947320)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.274686, 0.178639, 0.502618)","(0.120355, -0.323689, 0.938478)","(0.134684, 0.141573, -0.253777, 0.947320)","(0.380627, 0.421518, 0.823071)","(0.291246, -0.072529, 0.346990)"
"1702075217900","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.322851, 0.160459, 0.545439)","(0.139005, 0.157809, -0.250047, 0.945119)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.285483, 0.174465, 0.511995)","(0.144309, -0.324916, 0.934668)","(0.139005, 0.157809, -0.250047, 0.945119)","(0.389729, 0.408331, 0.825456)","(0.306162, -0.080700, 0.354303)"
"1702075217918","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.334072, 0.155277, 0.555442)","(0.137733, 0.176683, -0.241328, 0.944232)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.296693, 0.170263, 0.522028)","(0.169792, -0.330218, 0.928508)","(0.137733, 0.176683, -0.241328, 0.944232)","(0.398785, 0.395197, 0.827520)","(0.321424, -0.088463, 0.363144)"
"1702075217933","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.345548, 0.151029, 0.564031)","(0.138267, 0.191201, -0.234038, 0.943160)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.307907, 0.165767, 0.532052)","(0.199230, -0.335139, 0.920864)","(0.138267, 0.191201, -0.234038, 0.943160)","(0.407903, 0.381900, 0.829317)","(0.335779, -0.096643, 0.371428)"
"1702075217950","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.357046, 0.146025, 0.573312)","(0.140879, 0.201981, -0.228890, 0.941789)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.319199, 0.161346, 0.541646)","(0.228500, -0.340070, 0.912217)","(0.140879, 0.201981, -0.228890, 0.941789)","(0.417143, 0.368401, 0.830826)","(0.349509, -0.104108, 0.377923)"
"1702075217982","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.383516, 0.137174, 0.592342)","(0.146588, 0.224788, -0.222855, 0.937187)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.342408, 0.152279, 0.560662)","(0.278745, -0.352060, 0.893507)","(0.146588, 0.224788, -0.222855, 0.937187)","(0.435854, 0.340992, 0.832920)","(0.376410, -0.118363, 0.389272)"
"1702075218010","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.398221, 0.135489, 0.601859)","(0.140696, 0.248970, -0.222750, 0.931988)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.354740, 0.147747, 0.570166)","(0.302173, -0.359225, 0.882977)","(0.140696, 0.248970, -0.222750, 0.931988)","(0.445343, 0.327165, 0.833446)","(0.390822, -0.124856, 0.394427)"
"1702075218019","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.410190, 0.132370, 0.610063)","(0.135578, 0.265675, -0.222196, 0.928259)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.367784, 0.144070, 0.579674)","(0.332365, -0.363875, 0.870131)","(0.135578, 0.265675, -0.222196, 0.928259)","(0.454932, 0.313429, 0.833546)","(0.406505, -0.128397, 0.399284)"
"1702075218031","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.423621, 0.128346, 0.620314)","(0.129446, 0.282681, -0.220767, 0.924444)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.380506, 0.140560, 0.588791)","(0.363025, -0.366122, 0.856836)","(0.129446, 0.282681, -0.220767, 0.924444)","(0.464514, 0.299908, 0.833235)","(0.420279, -0.131222, 0.402678)"
"1702075218049","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.435359, 0.123367, 0.628731)","(0.128164, 0.296655, -0.221214, 0.920127)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.393441, 0.136896, 0.598248)","(0.394304, -0.366029, 0.842939)","(0.128164, 0.296655, -0.221214, 0.920127)","(0.474056, 0.286576, 0.832553)","(0.433866, -0.134342, 0.406888)"
"1702075218082","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.461529, 0.117599, 0.644693)","(0.130124, 0.315398, -0.217478, 0.914492)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000001)","null","null","null","null","0","(0.418555, 0.128795, 0.616418)","(0.449071, -0.367940, 0.814221)","(0.130124, 0.315398, -0.217478, 0.914492)","(0.492750, 0.260558, 0.830245)","(0.456444, -0.142276, 0.412391)"
"1702075218099","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.475414, 0.114251, 0.655082)","(0.126955, 0.329295, -0.215131, 0.910586)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.431447, 0.125436, 0.624900)","(0.470791, -0.370397, 0.800726)","(0.126955, 0.329295, -0.215131, 0.910586)","(0.501885, 0.248068, 0.828597)","(0.467734, -0.143816, 0.413095)"
"1702075218116","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.490144, 0.111989, 0.664444)","(0.121115, 0.343876, -0.211781, 0.906769)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000001)","null","null","null","null","0","(0.444637, 0.122081, 0.633955)","(0.493492, -0.371457, 0.786438)","(0.121115, 0.343876, -0.211781, 0.906769)","(0.510870, 0.235929, 0.826649)","(0.479240, -0.145253, 0.415472)"
"1702075218137","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.500287, 0.107752, 0.673331)","(0.113713, 0.354490, -0.206111, 0.904945)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000000)","null","null","null","null","0","(0.458289, 0.119053, 0.643101)","(0.517633, -0.369959, 0.771483)","(0.113713, 0.354490, -0.206111, 0.904945)","(0.519726, 0.224178, 0.824396)","(0.491442, -0.145621, 0.417984)"
"1702075218149","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.514080, 0.106011, 0.682117)","(0.104780, 0.362601, -0.202555, 0.903611)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","0","(0.470889, 0.115663, 0.652170)","(0.541248, -0.364883, 0.757569)","(0.104780, 0.362601, -0.202555, 0.903611)","(0.528289, 0.212820, 0.821960)","(0.499753, -0.147055, 0.420112)"
"1702075218183","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.537182, 0.100997, 0.697026)","(0.110683, 0.376325, -0.202083, 0.897380)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.496079, 0.109428, 0.669956)","(0.580287, -0.356387, 0.732295)","(0.110683, 0.376325, -0.202083, 0.897380)","(0.544554, 0.191445, 0.816584)","(0.514820, -0.148122, 0.422950)"
"1702075218202","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.550788, 0.097738, 0.706029)","(0.113513, 0.382635, -0.199866, 0.894851)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.508410, 0.106899, 0.678077)","(0.595666, -0.354850, 0.720600)","(0.113513, 0.382635, -0.199866, 0.894851)","(0.552212, 0.181536, 0.813699)","(0.520923, -0.146822, 0.421937)"
"1702075218220","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.563999, 0.095388, 0.714848)","(0.103002, 0.390975, -0.194330, 0.893737)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","0","(0.521123, 0.104150, 0.686463)","(0.609015, -0.355356, 0.709100)","(0.103002, 0.390975, -0.194330, 0.893737)","(0.559612, 0.172092, 0.810690)","(0.527809, -0.146257, 0.421777)"
"1702075218239","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.576182, 0.092257, 0.722154)","(0.094592, 0.400337, -0.192159, 0.890987)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.533986, 0.101522, 0.694978)","(0.624230, -0.349722, 0.698592)","(0.094592, 0.400337, -0.192159, 0.890987)","(0.566767, 0.163098, 0.807573)","(0.534728, -0.145368, 0.422017)"
"1702075218250","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.588225, 0.090483, 0.729459)","(0.089990, 0.409421, -0.192394, 0.887277)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.546645, 0.098742, 0.703131)","(0.640402, -0.341707, 0.687839)","(0.089990, 0.409421, -0.192394, 0.887277)","(0.573673, 0.154531, 0.804375)","(0.540622, -0.144984, 0.421155)"
"1702075218276","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.597252, 0.085673, 0.735833)","(0.092501, 0.415230, -0.193734, 0.884022)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.559119, 0.096265, 0.711029)","(0.656186, -0.334533, 0.676393)","(0.092501, 0.415230, -0.193734, 0.884022)","(0.580320, 0.146433, 0.801115)","(0.545606, -0.143718, 0.419581)"
"1702075218290","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.609272, 0.082311, 0.742946)","(0.094105, 0.418468, -0.189197, 0.883308)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.570559, 0.093087, 0.718471)","(0.669056, -0.331620, 0.665126)","(0.094105, 0.418468, -0.189197, 0.883308)","(0.586630, 0.138727, 0.797884)","(0.547190, -0.144627, 0.416729)"
"1702075218317","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.635385, 0.077021, 0.756557)","(0.095402, 0.429572, -0.181650, 0.879414)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.593660, 0.086606, 0.732552)","(0.688921, -0.327441, 0.646661)","(0.095402, 0.429572, -0.181650, 0.879414)","(0.598428, 0.124369, 0.791465)","(0.550711, -0.146653, 0.409144)"
"1702075218345","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.643881, 0.075282, 0.759863)","(0.091714, 0.437329, -0.182396, 0.875822)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.606178, 0.083731, 0.739754)","(0.698670, -0.326442, 0.636629)","(0.091714, 0.437329, -0.182396, 0.875822)","(0.604047, 0.117687, 0.788211)","(0.555221, -0.146480, 0.406201)"
"1702075218363","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.656511, 0.074206, 0.766001)","(0.084554, 0.445768, -0.181216, 0.872527)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.617489, 0.081196, 0.745786)","(0.709030, -0.324650, 0.626002)","(0.084554, 0.445768, -0.181216, 0.872527)","(0.609434, 0.111440, 0.784965)","(0.555841, -0.145295, 0.399927)"
"1702075218379","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.666564, 0.071141, 0.771426)","(0.080571, 0.452084, -0.179135, 0.870080)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000000)","null","null","null","null","0","(0.629196, 0.079099, 0.751851)","(0.720731, -0.320093, 0.614888)","(0.080571, 0.452084, -0.179135, 0.870080)","(0.614639, 0.105630, 0.781703)","(0.557610, -0.142869, 0.394124)"
"1702075218393","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.677569, 0.068792, 0.776472)","(0.078221, 0.458394, -0.177815, 0.867259)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.640406, 0.076712, 0.757723)","(0.732095, -0.314818, 0.604092)","(0.078221, 0.458394, -0.177815, 0.867259)","(0.619633, 0.100194, 0.778470)","(0.557785, -0.141459, 0.388095)"
"1702075218420","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.696619, 0.064263, 0.786602)","(0.077864, 0.465120, -0.176675, 0.863937)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.662014, 0.072279, 0.768700)","(0.751382, -0.307594, 0.583790)","(0.077864, 0.465120, -0.176675, 0.863937)","(0.629004, 0.090399, 0.772128)","(0.555675, -0.137863, 0.374839)"
"1702075218435","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.706890, 0.062433, 0.791220)","(0.076691, 0.468734, -0.175092, 0.862409)","(0.000000, 0.000000, 0.000000)","(-0.000001, -0.000001, 0.000000)","null","null","null","null","0","(0.672395, 0.069874, 0.774071)","(0.758934, -0.305031, 0.575305)","(0.076691, 0.468734, -0.175092, 0.862409)","(0.633353, 0.085987, 0.769071)","(0.553480, -0.136806, 0.368460)"
"1702075218453","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.716315, 0.057405, 0.796161)","(0.076214, 0.474881, -0.171949, 0.859717)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.682744, 0.067642, 0.779216)","(0.765845, -0.302489, 0.567434)","(0.076214, 0.474881, -0.171949, 0.859717)","(0.637510, 0.081864, 0.766080)","(0.551316, -0.135295, 0.361787)"
"1702075218484","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.735969, 0.054166, 0.802400)","(0.075156, 0.484593, -0.171660, 0.854432)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000000)","null","null","null","null","0","(0.702723, 0.062074, 0.788726)","(0.780655, -0.296384, 0.550214)","(0.075156, 0.484593, -0.171660, 0.854432)","(0.645288, 0.074165, 0.760331)","(0.545268, -0.135697, 0.347292)"
"1702075218499","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.743689, 0.051195, 0.806798)","(0.076183, 0.490955, -0.169696, 0.851095)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.712697, 0.059702, 0.792828)","(0.787268, -0.295954, 0.540945)","(0.076183, 0.490955, -0.169696, 0.851095)","(0.648970, 0.070657, 0.757526)","(0.542473, -0.134672, 0.338761)"
"1702075218516","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.751037, 0.048519, 0.810288)","(0.079788, 0.493355, -0.167412, 0.849828)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.721995, 0.057150, 0.797019)","(0.794183, -0.296112, 0.530652)","(0.079788, 0.493355, -0.167412, 0.849828)","(0.652476, 0.067341, 0.754812)","(0.537818, -0.134249, 0.331007)"
"1702075218532","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.758929, 0.047031, 0.815140)","(0.081448, 0.496946, -0.162294, 0.848571)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, -0.000001)","null","null","null","null","0","(0.730707, 0.054560, 0.801000)","(0.799578, -0.297557, 0.521665)","(0.081448, 0.496946, -0.162294, 0.848571)","(0.655453, 0.064588, 0.752469)","(0.505549, -0.126194, 0.311147)"
"1702075218550","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","(0.766423, 0.043619, 0.816111)","(0.082057, 0.499309, -0.155568, 0.848384)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(0.739174, 0.052302, 0.805242)","(0.804886, -0.298185, 0.513074)","(0.082057, 0.499309, -0.155568, 0.848384)","(0.658014, 0.062279, 0.750426)","(0.475216, -0.118622, 0.292478)"
