"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1686255109642","(-0.016081, 0.458118, 0.022971)","(0.699291, 0.008290, -0.001945, 0.714787)","(0.057617, 0.016529, -0.484853)","(0.953770, -0.018683, -0.258401, 0.152324)","(0.132361, 0.065264, -0.442398)","(0.711270, 0.170107, -0.378732, 0.567205)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109668","(-0.015753, 0.457877, 0.023229)","(0.699016, 0.009113, -0.002159, 0.715045)","(0.057617, 0.016529, -0.484853)","(0.953770, -0.018683, -0.258401, 0.152324)","(0.132361, 0.065264, -0.442398)","(0.711270, 0.170107, -0.378732, 0.567205)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109673","(-0.015579, 0.457724, 0.023119)","(0.698680, 0.008955, -0.002445, 0.715374)","(0.057617, 0.016529, -0.484853)","(0.953770, -0.018683, -0.258401, 0.152324)","(0.132361, 0.065264, -0.442398)","(0.711270, 0.170107, -0.378732, 0.567205)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109690","(-0.015579, 0.457724, 0.023119)","(0.698680, 0.008955, -0.002445, 0.715374)","(0.057617, 0.016529, -0.484853)","(0.953770, -0.018683, -0.258401, 0.152324)","(0.132361, 0.065264, -0.442398)","(0.711270, 0.170107, -0.378732, 0.567205)","(-0.000023, -0.003491, -0.000611)","(-0.001144, 0.001063, -0.012238, 0.999924)"
"1686255109716","(-0.026526, 0.460448, 0.024525)","(0.699254, 0.017178, 0.006770, 0.714635)","(0.058149, 0.022545, -0.484070)","(0.954375, -0.006876, -0.255524, 0.154364)","(0.131588, 0.072996, -0.441344)","(0.710185, 0.178629, -0.370811, 0.571164)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109737","(-0.026393, 0.460297, 0.024793)","(0.700079, 0.017233, 0.006814, 0.713825)","(0.058149, 0.022545, -0.484070)","(0.954375, -0.006876, -0.255524, 0.154364)","(0.131588, 0.072996, -0.441344)","(0.710185, 0.178629, -0.370811, 0.571164)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109755","(-0.026334, 0.460207, 0.025349)","(0.700053, 0.017227, 0.006002, 0.713858)","(0.058149, 0.022545, -0.484070)","(0.954375, -0.006876, -0.255524, 0.154364)","(0.131588, 0.072996, -0.441344)","(0.710185, 0.178629, -0.370811, 0.571164)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109797","(-0.026338, 0.459867, 0.024935)","(0.699756, 0.016921, 0.005570, 0.714160)","(0.058149, 0.022545, -0.484070)","(0.954375, -0.006876, -0.255524, 0.154364)","(0.131588, 0.072996, -0.441344)","(0.710185, 0.178629, -0.370811, 0.571164)","(-0.000040, -0.002991, -0.000937)","(0.001388, 0.000456, -0.005264, 0.999985)"
"1686255109804","(-0.031088, 0.462721, 0.024329)","(0.699681, 0.019876, 0.009367, 0.714118)","(0.058366, 0.024808, -0.483150)","(0.954299, -0.002277, -0.254263, 0.157028)","(0.131230, 0.076148, -0.440498)","(0.708611, 0.181589, -0.367723, 0.574175)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109835","(-0.031088, 0.462721, 0.024329)","(0.699681, 0.019876, 0.009367, 0.714118)","(0.058366, 0.024808, -0.483150)","(0.954299, -0.002277, -0.254263, 0.157028)","(0.131230, 0.076148, -0.440498)","(0.708611, 0.181589, -0.367723, 0.574175)","(-0.000502, -0.003096, -0.001092)","(0.004696, -0.000978, -0.004714, 0.999977)"
"1686255109848","(-0.034914, 0.465400, 0.021761)","(0.696743, 0.024459, 0.012331, 0.716798)","(0.057679, 0.023924, -0.482415)","(0.953303, 0.001181, -0.254440, 0.162707)","(0.130137, 0.076346, -0.440393)","(0.704683, 0.183760, -0.366554, 0.579045)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109862","(-0.034914, 0.465400, 0.021761)","(0.696743, 0.024459, 0.012331, 0.716798)","(0.057679, 0.023924, -0.482415)","(0.953303, 0.001181, -0.254440, 0.162707)","(0.130137, 0.076346, -0.440393)","(0.704683, 0.183760, -0.366554, 0.579045)","(-0.000685, 0.000292, -0.000658)","(0.005789, -0.000753, 0.012997, 0.999899)"
